Type of Travel,Home and Work Filter,Intersection Type,Zone ID,Zone Name,Day Type,Day Part,Name of Metro Area,Average Daily Zone Traffic (StL Index),Percent by Home Location
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Eau Claire, WI",3872,0.010
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Chicago-Joliet-Naperville, IL-IN-WI",3872,0.007
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Fargo, ND-MN",3872,0.006
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Mankato-North Mankato, MN",3872,0.005
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Milwaukee-Waukesha-West Allis, WI",3872,0.005
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Brainerd, MN",3872,0.004
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Faribault-Northfield, MN",3872,0.004
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Red Wing, MN",3872,0.003
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Des Moines-West Des Moines, IA",3872,0.003
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"La Crosse, WI-MN",3872,0.003
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Sioux Falls, SD",3872,0.003
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Wausau, WI",3872,0.003
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Hutchinson, MN",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Grand Forks, ND-MN",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Green Bay, WI",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Los Angeles-Long Beach-Santa Ana, CA",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Menomonie, WI",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Winona, MN",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Sacramento--Arden-Arcade--Roseville, CA",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Owatonna, MN",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Kansas City, MO-KS",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Willmar, MN",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Bemidji, MN",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Waterloo-Cedar Falls, IA",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Appleton, WI",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Albert Lea, MN",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Alexandria, MN",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Fergus Falls, MN",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Omaha-Council Bluffs, NE-IA",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Phoenix-Mesa-Glendale, AZ",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Bismarck, ND",3872,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Washington-Arlington-Alexandria, DC-VA-MD-WV",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Madison, WI",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Mason City, IA",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Dallas-Fort Worth-Arlington, TX",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Rapid City, SD",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Seattle-Tacoma-Bellevue, WA",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Atlanta-Sandy Springs-Marietta, GA",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Austin, MN",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Watertown, SD",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"San Diego-Carlsbad-San Marcos, CA",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Detroit-Warren-Livonia, MI",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Fresno, CA",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Austin-Round Rock-San Marcos, TX",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Baraboo, WI",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Boston-Cambridge-Quincy, MA-NH",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Charlotte-Gastonia-Rock Hill, NC-SC",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Denver-Aurora-Broomfield, CO",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Fayetteville-Springdale-Rogers, AR-MO",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Houston-Sugar Land-Baytown, TX",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Minot, ND",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"New Ulm, MN",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"New York-Northern New Jersey-Long Island, NY-NJ-PA",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"St. Louis, MO-IL",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Tucson, AZ",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Tulsa, OK",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Worthington, MN",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Portland-Vancouver-Hillsboro, OR-WA",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Iowa City, IA",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Indianapolis-Carmel, IN",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Hickory-Lenoir-Morganton, NC",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Fairmont, MN",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Cedar Rapids, IA",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Akron, OH",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Aberdeen, SD",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"San Francisco-Oakland-Fremont, CA",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Raleigh-Cary, NC",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Lincoln, NE",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Marshall, MN",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Merrill, WI",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Miami-Fort Lauderdale-Pompano Beach, FL",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Watertown-Fort Atkinson, WI",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Vermillion, SD",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Tampa-St. Petersburg-Clearwater, FL",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Oshkosh-Neenah, WI",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Peoria, IL",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Stevens Point, WI",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Sioux City, IA-NE-SD",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Pittsburgh, PA",3872,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Minneapolis-St. Paul-Bloomington, MN-WI",1799,0.714
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Rochester, MN",1799,0.016
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Duluth, MN-WI",1799,0.015
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"St. Cloud, MN",1799,0.012
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Eau Claire, WI",1799,0.011
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Chicago-Joliet-Naperville, IL-IN-WI",1799,0.008
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Mankato-North Mankato, MN",1799,0.006
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Fargo, ND-MN",1799,0.006
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Faribault-Northfield, MN",1799,0.005
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Milwaukee-Waukesha-West Allis, WI",1799,0.005
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Des Moines-West Des Moines, IA",1799,0.004
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Sioux Falls, SD",1799,0.004
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Brainerd, MN",1799,0.004
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Red Wing, MN",1799,0.004
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"La Crosse, WI-MN",1799,0.003
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Hutchinson, MN",1799,0.003
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Wausau, WI",1799,0.003
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Menomonie, WI",1799,0.003
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Los Angeles-Long Beach-Santa Ana, CA",1799,0.003
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Alexandria, MN",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Fergus Falls, MN",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Omaha-Council Bluffs, NE-IA",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Willmar, MN",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Winona, MN",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Bismarck, ND",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Grand Forks, ND-MN",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Green Bay, WI",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Bemidji, MN",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Albert Lea, MN",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Kansas City, MO-KS",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Rapid City, SD",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Waterloo-Cedar Falls, IA",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Tulsa, OK",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"New Ulm, MN",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Austin, MN",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Dallas-Fort Worth-Arlington, TX",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Washington-Arlington-Alexandria, DC-VA-MD-WV",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Sacramento--Arden-Arcade--Roseville, CA",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Owatonna, MN",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Phoenix-Mesa-Glendale, AZ",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"St. Louis, MO-IL",1799,0.002
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Appleton, WI",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Watertown, SD",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Tucson, AZ",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Seattle-Tacoma-Bellevue, WA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Fayetteville-Springdale-Rogers, AR-MO",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Houston-Sugar Land-Baytown, TX",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Indianapolis-Carmel, IN",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Worthington, MN",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"San Diego-Carlsbad-San Marcos, CA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Atlanta-Sandy Springs-Marietta, GA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Austin-Round Rock-San Marcos, TX",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Cedar Rapids, IA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Charlotte-Gastonia-Rock Hill, NC-SC",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Pittsburgh, PA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Minot, ND",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Fort Collins-Loveland, CO",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Fairmont, MN",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Evansville, IN-KY",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Rockford, IL",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Durham-Chapel Hill, NC",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Dubuque, IA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Detroit-Warren-Livonia, MI",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Punta Gorda, FL",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Lincoln, NE",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Madison, WI",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Miami-Fort Lauderdale-Pompano Beach, FL",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Baltimore-Towson, MD",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Baraboo, WI",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Battle Creek, MI",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Manitowoc, WI",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Billings, MT",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Birmingham-Hoover, AL",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Marinette, WI-MI",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Boston-Cambridge-Quincy, MA-NH",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Marshall, MN",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Brookings, SD",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Nashville-Davidson--Murfreesboro--Franklin, TN",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Muscatine, IA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Charlottesville, VA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Cheyenne, WY",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Marshfield-Wisconsin Rapids, WI",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Cincinnati-Middletown, OH-KY-IN",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Pueblo, CO",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Portland-Vancouver-Hillsboro, OR-WA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Portland-South Portland-Biddeford, ME",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Platteville, WI",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Mitchell, SD",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Mason City, IA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Helena, MT",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Hickory-Lenoir-Morganton, NC",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Peoria, IL",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Harrisburg-Carlisle, PA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Merced, CA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Jacksonville, NC",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Merrill, WI",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Fresno, CA",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"North Port-Bradenton-Sarasota, FL",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"San Antonio-New Braunfels, TX",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Ashtabula, OH",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Denver-Aurora-Broomfield, CO",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Dayton, OH",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Colorado Springs, CO",1799,0.001
Personal,Visitors,Trip Start,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Akron, OH",1799,0.001
