Type of Travel,Home and Work Filter,Intersection Type,Zone ID,Zone Name,Day Type,Day Part,Name of Metro Area,Average Daily Zone Traffic (StL Index),Percent by Home Location
Personal,Residents,Trip End,5030000000001054198,Baylor,0: All Days (M-Su),0: All Day (12am-12am),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,0: All Days (M-Su),1: Morning (8am-12noon),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,0: All Days (M-Su),2: Recreation Hours (8am-8pm),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,0: All Days (M-Su),3: Afternoon (12noon-4pm),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,0: All Days (M-Su),4: Evening (4pm-8pm),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,1: Weekday (M-F),0: All Day (12am-12am),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,1: Weekday (M-F),1: Morning (8am-12noon),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,1: Weekday (M-F),2: Recreation Hours (8am-8pm),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,1: Weekday (M-F),3: Afternoon (12noon-4pm),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,1: Weekday (M-F),4: Evening (4pm-8pm),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),0: All Day (12am-12am),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),1: Morning (8am-12noon),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),2: Recreation Hours (8am-8pm),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),3: Afternoon (12noon-4pm),N/A,,N/A
Personal,Residents,Trip End,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),4: Evening (4pm-8pm),N/A,,N/A
Personal,Residents,Trip End,5030000000001054200,Nokomis-Hiawatha,2: Weekend Day (Sa-Su),1: Morning (8am-12noon),N/A,,N/A
Personal,Residents,Trip End,5030000000001054201,Phalen,1: Weekday (M-F),1: Morning (8am-12noon),N/A,,N/A
Personal,Residents,Trip End,5030000000001054201,Phalen,2: Weekend Day (Sa-Su),1: Morning (8am-12noon),N/A,,N/A
Personal,Residents,Trip End,5030000000001054201,Phalen,2: Weekend Day (Sa-Su),3: Afternoon (12noon-4pm),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,0: All Days (M-Su),0: All Day (12am-12am),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,0: All Days (M-Su),1: Morning (8am-12noon),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,0: All Days (M-Su),2: Recreation Hours (8am-8pm),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,0: All Days (M-Su),3: Afternoon (12noon-4pm),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,0: All Days (M-Su),4: Evening (4pm-8pm),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,1: Weekday (M-F),0: All Day (12am-12am),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,1: Weekday (M-F),1: Morning (8am-12noon),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,1: Weekday (M-F),2: Recreation Hours (8am-8pm),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,1: Weekday (M-F),3: Afternoon (12noon-4pm),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,1: Weekday (M-F),4: Evening (4pm-8pm),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),0: All Day (12am-12am),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),1: Morning (8am-12noon),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),2: Recreation Hours (8am-8pm),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),3: Afternoon (12noon-4pm),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),4: Evening (4pm-8pm),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054200,Nokomis-Hiawatha,2: Weekend Day (Sa-Su),1: Morning (8am-12noon),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054201,Phalen,1: Weekday (M-F),1: Morning (8am-12noon),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054201,Phalen,2: Weekend Day (Sa-Su),1: Morning (8am-12noon),N/A,,N/A
Personal,Residents,Trip Start,5030000000001054201,Phalen,2: Weekend Day (Sa-Su),3: Afternoon (12noon-4pm),N/A,,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,0: All Days (M-Su),0: All Day (12am-12am),N/A,52,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,0: All Days (M-Su),1: Morning (8am-12noon),N/A,13,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,0: All Days (M-Su),2: Recreation Hours (8am-8pm),N/A,44,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,0: All Days (M-Su),3: Afternoon (12noon-4pm),N/A,13,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,0: All Days (M-Su),4: Evening (4pm-8pm),N/A,18,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,1: Weekday (M-F),0: All Day (12am-12am),N/A,34,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,1: Weekday (M-F),1: Morning (8am-12noon),N/A,7,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,1: Weekday (M-F),2: Recreation Hours (8am-8pm),N/A,29,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,1: Weekday (M-F),3: Afternoon (12noon-4pm),N/A,7,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,1: Weekday (M-F),4: Evening (4pm-8pm),N/A,15,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),0: All Day (12am-12am),N/A,100,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),1: Morning (8am-12noon),N/A,30,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),2: Recreation Hours (8am-8pm),N/A,86,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),3: Afternoon (12noon-4pm),N/A,29,N/A
Personal,Visitors,Trip End,5030000000001054198,Baylor,2: Weekend Day (Sa-Su),4: Evening (4pm-8pm),N/A,27,N/A
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Minneapolis-St. Paul-Bloomington, MN-WI",4596,0.762
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Duluth, MN-WI",4596,0.012
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Rochester, MN",4596,0.010
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"St. Cloud, MN",4596,0.008
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Eau Claire, WI",4596,0.008
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Chicago-Joliet-Naperville, IL-IN-WI",4596,0.007
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Fargo, ND-MN",4596,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Milwaukee-Waukesha-West Allis, WI",4596,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Mankato-North Mankato, MN",4596,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Brainerd, MN",4596,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Faribault-Northfield, MN",4596,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Red Wing, MN",4596,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Sioux Falls, SD",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Des Moines-West Des Moines, IA",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Hutchinson, MN",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Green Bay, WI",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Wausau, WI",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Grand Forks, ND-MN",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"La Crosse, WI-MN",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Los Angeles-Long Beach-Santa Ana, CA",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Menomonie, WI",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Sacramento--Arden-Arcade--Roseville, CA",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Willmar, MN",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Albert Lea, MN",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Owatonna, MN",4596,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Madison, WI",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Kansas City, MO-KS",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Omaha-Council Bluffs, NE-IA",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Winona, MN",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Phoenix-Mesa-Glendale, AZ",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Appleton, WI",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Bemidji, MN",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Bismarck, ND",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Seattle-Tacoma-Bellevue, WA",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Washington-Arlington-Alexandria, DC-VA-MD-WV",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Waterloo-Cedar Falls, IA",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Fergus Falls, MN",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Dallas-Fort Worth-Arlington, TX",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Alexandria, MN",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"New Ulm, MN",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"New York-Northern New Jersey-Long Island, NY-NJ-PA",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"San Diego-Carlsbad-San Marcos, CA",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Watertown, SD",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Fresno, CA",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Rapid City, SD",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Tulsa, OK",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Denver-Aurora-Broomfield, CO",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Mason City, IA",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Austin-Round Rock-San Marcos, TX",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Atlanta-Sandy Springs-Marietta, GA",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Austin, MN",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Boston-Cambridge-Quincy, MA-NH",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Cedar Rapids, IA",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Charlotte-Gastonia-Rock Hill, NC-SC",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Detroit-Warren-Livonia, MI",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Houston-Sugar Land-Baytown, TX",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Minot, ND",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"St. Louis, MO-IL",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Sheboygan, WI",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Tampa-St. Petersburg-Clearwater, FL",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Tucson, AZ",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),0: All Day (12am-12am),"Worthington, MN",4596,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Minneapolis-St. Paul-Bloomington, MN-WI",1278,0.340
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Duluth, MN-WI",1278,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Eau Claire, WI",1278,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Rochester, MN",1278,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Chicago-Joliet-Naperville, IL-IN-WI",1278,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Milwaukee-Waukesha-West Allis, WI",1278,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Fargo, ND-MN",1278,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Grand Forks, ND-MN",1278,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"St. Cloud, MN",1278,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Faribault-Northfield, MN",1278,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Brainerd, MN",1278,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Wausau, WI",1278,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Winona, MN",1278,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Willmar, MN",1278,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Bismarck, ND",1278,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Madison, WI",1278,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Green Bay, WI",1278,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"La Crosse, WI-MN",1278,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Fresno, CA",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Alpena, MI",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Waterloo-Cedar Falls, IA",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Washington-Arlington-Alexandria, DC-VA-MD-WV",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Sioux Falls, SD",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Red Wing, MN",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Raleigh-Cary, NC",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Phoenix-Mesa-Glendale, AZ",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Peoria, IL",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Owatonna, MN",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Oshkosh-Neenah, WI",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Omaha-Council Bluffs, NE-IA",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Menomonie, WI",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Marshfield-Wisconsin Rapids, WI",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Mankato-North Mankato, MN",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Los Angeles-Long Beach-Santa Ana, CA",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Laramie, WY",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Iowa City, IA",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Hutchinson, MN",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Houston-Sugar Land-Baytown, TX",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Hickory-Lenoir-Morganton, NC",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Appleton, WI",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Fergus Falls, MN",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Detroit-Warren-Livonia, MI",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Des Moines-West Des Moines, IA",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Dallas-Fort Worth-Arlington, TX",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Columbus, OH",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Charlotte-Gastonia-Rock Hill, NC-SC",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Bemidji, MN",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Seattle-Tacoma-Bellevue, WA",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),1: Morning (8am-12noon),"Sacramento--Arden-Arcade--Roseville, CA",1278,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Minneapolis-St. Paul-Bloomington, MN-WI",4292,0.689
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Duluth, MN-WI",4292,0.012
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Rochester, MN",4292,0.010
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"St. Cloud, MN",4292,0.009
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Eau Claire, WI",4292,0.009
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Chicago-Joliet-Naperville, IL-IN-WI",4292,0.007
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Fargo, ND-MN",4292,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Mankato-North Mankato, MN",4292,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Milwaukee-Waukesha-West Allis, WI",4292,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Faribault-Northfield, MN",4292,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Brainerd, MN",4292,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Red Wing, MN",4292,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Des Moines-West Des Moines, IA",4292,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Sioux Falls, SD",4292,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"La Crosse, WI-MN",4292,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Wausau, WI",4292,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Grand Forks, ND-MN",4292,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Menomonie, WI",4292,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Hutchinson, MN",4292,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Green Bay, WI",4292,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Willmar, MN",4292,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Los Angeles-Long Beach-Santa Ana, CA",4292,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Albert Lea, MN",4292,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Sacramento--Arden-Arcade--Roseville, CA",4292,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Washington-Arlington-Alexandria, DC-VA-MD-WV",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Appleton, WI",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Bemidji, MN",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Bismarck, ND",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Kansas City, MO-KS",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Fergus Falls, MN",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Winona, MN",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Waterloo-Cedar Falls, IA",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Owatonna, MN",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Seattle-Tacoma-Bellevue, WA",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Omaha-Council Bluffs, NE-IA",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Dallas-Fort Worth-Arlington, TX",4292,0.001
